,number of words,% positive,% negative,% uncertainty,% litigious,% modal-weak,% modal moderate,% modal strong,% constraining,average word length,vocabulary
2018-03-17,2257.0,0.5316792202038104,3.322995126273815,0.7975188303057155,1.9494904740806378,0.664599025254763,0.17722640673460346,0.2215330084182543,0.4430660168365086,5.044306601683651,790.0
2018-03-19,212.0,0.4716981132075472,1.4150943396226416,0.4716981132075472,0.0,0.4716981132075472,0.0,0.0,0.0,4.943396226415095,128.0
2018-03-20,839.5,0.3968253968253968,2.751837594651966,0.9938456420492349,0.6300890282926211,0.4298941798941799,0.0992063492063492,0.03306878306878307,0.3306878306878307,4.882160282609384,342.0
2018-03-24,1149.0,0.26109660574412535,0.8703220191470844,0.5221932114882507,0.08703220191470844,0.5221932114882507,0.26109660574412535,0.7832898172323759,1.392515230635335,4.87467362924282,405.0
2018-04-04,539.0,0.3710575139146568,2.782931354359926,0.3710575139146568,0.7421150278293136,0.3710575139146568,0.1855287569573284,0.5565862708719851,0.1855287569573284,4.8645640074211505,267.0
2018-04-08,391.0,0.5115089514066496,2.3017902813299234,1.278772378516624,0.7672634271099744,1.0230179028132993,0.2557544757033248,0.7672634271099744,0.2557544757033248,4.8081841432225065,202.0
2018-04-09,1645.0,1.884498480243161,4.0729483282674765,0.911854103343465,0.303951367781155,0.547112462006079,0.851063829787234,0.48632218844984804,0.364741641337386,5.0231003039513675,737.0
2018-04-10,896.0,0.6696428571428571,3.125,0.5580357142857143,1.1160714285714286,0.33482142857142855,0.4464285714285714,0.0,0.6696428571428571,4.931919642857143,397.0
2018-04-18,672.0,0.2976190476190476,1.636904761904762,0.5952380952380952,3.125,0.2976190476190476,0.2976190476190476,0.8928571428571428,0.744047619047619,4.977678571428571,305.0
2018-04-30,1074.0,0.8379888268156425,2.2346368715083798,0.6517690875232774,0.0931098696461825,0.4655493482309125,0.5586592178770949,0.27932960893854747,0.27932960893854747,4.8975791433891995,471.0
2018-06-03,1865.0,0.37533512064343166,2.359249329758713,0.6434316353887399,1.2868632707774799,0.482573726541555,0.2680965147453083,0.10723860589812334,0.6434316353887399,5.210187667560322,628.0
