date,symbol,close,volume
2019-04-18,ZM,62.0,25764659.0
2019-04-22,ZM,65.7,9949738.0
2019-04-23,ZM,69.0,6786513.0
2019-04-24,ZM,63.2,4973529.0
2019-04-25,ZM,65.0,3863275.0
2019-04-26,ZM,66.22,1527450.0
2019-04-29,ZM,68.17,1822349.0
2019-04-30,ZM,72.47,4113123.0
2019-05-01,ZM,72.76,3301900.0
2019-05-02,ZM,75.5,2525285.0
2019-05-03,ZM,79.18,2590281.0
2019-05-06,ZM,78.24,2051824.0
2019-05-07,ZM,73.33,1975220.0
2019-05-08,ZM,77.68,2265503.0
2019-05-09,ZM,75.21,1348243.0
2019-05-10,ZM,79.63,1555091.0
2019-05-13,ZM,72.54,2873222.0
2019-05-14,ZM,73.14,1950421.0
2019-05-15,ZM,79.76,2426504.0
2019-05-16,ZM,83.4,4580684.0
2019-05-17,ZM,89.98,3442549.0
2019-05-20,ZM,84.67,3666775.0
2019-05-21,ZM,85.44,2576024.0
2019-05-22,ZM,82.43,1596424.0
2019-05-23,ZM,78.76,2855970.0
2019-05-24,ZM,76.25,2946767.0
2019-05-28,ZM,77.77,1641491.0
2019-05-29,ZM,75.77,1512129.0
2019-05-30,ZM,80.42,1996030.0
2019-05-31,ZM,79.73,1594298.0
2019-06-03,ZM,75.9,1570466.0
2019-06-04,ZM,78.74,1134900.0
2019-06-05,ZM,78.04,1295760.0
2019-06-06,ZM,79.43,3024047.0
2019-06-07,ZM,94.05,9487775.0
2019-06-10,ZM,102.0,4852773.0
2019-06-11,ZM,94.87,4372431.0
2019-06-12,ZM,102.77,3156886.0
2019-06-13,ZM,100.95,3189094.0
2019-06-14,ZM,100.29,1889325.0
2019-06-17,ZM,98.11,2128508.0
2019-06-18,ZM,99.64,2272387.0
2019-06-19,ZM,102.39,2592675.0
2019-06-20,ZM,102.3,2460733.0
2019-06-21,ZM,100.47,2972517.0
2019-06-24,ZM,89.41,6011186.0
2019-06-25,ZM,85.03,3748955.0
2019-06-26,ZM,86.33,2680016.0
2019-06-27,ZM,90.27,3019517.0
2019-06-28,ZM,88.79,3228290.0
2019-07-01,ZM,86.86,5326805.0
2019-07-02,ZM,85.13,1868892.0
2019-07-03,ZM,90.45,2706066.0
2019-07-05,ZM,91.88,2582697.0
2019-07-08,ZM,90.76,1793297.0
2019-07-09,ZM,90.93,1557350.0
2019-07-10,ZM,92.72,2059621.0
2019-07-11,ZM,91.4,1784559.0
2019-07-12,ZM,93.3,2689652.0
2019-07-15,ZM,99.8,3835592.0
2019-07-16,ZM,97.1,2120142.0
2019-07-17,ZM,99.73,2314102.0
2019-07-18,ZM,95.19,2035569.0
2019-07-19,ZM,93.38,1747704.0
2019-07-22,ZM,96.67,1483400.0
2019-07-23,ZM,97.39,2241650.0
2019-07-24,ZM,95.94,1283718.0
2019-07-25,ZM,97.11,1870276.0
2019-07-26,ZM,102.2,3040689.0
2019-07-29,ZM,96.47,4230283.0
2019-07-30,ZM,95.49,1635487.0
2019-07-31,ZM,95.51,1514734.0
2019-08-01,ZM,95.1,1530366.0
2019-08-02,ZM,93.66,1117100.0
2019-08-05,ZM,89.69,1774360.0
2019-08-06,ZM,90.43,1028654.0
2019-08-07,ZM,92.45,996134.0
2019-08-08,ZM,95.77,925610.0
2019-08-09,ZM,94.2,802311.0
2019-08-12,ZM,92.16,779341.0
2019-08-13,ZM,95.45,1172874.0
2019-08-14,ZM,92.65,1265666.0
2019-08-15,ZM,90.64,1085845.0
2019-08-16,ZM,92.53,1267686.0
2019-08-19,ZM,93.17,1226647.0
2019-08-20,ZM,91.41,746950.0
2019-08-21,ZM,93.01,760434.0
2019-08-22,ZM,93.87,883145.0
2019-08-23,ZM,91.63,1373215.0
2019-08-26,ZM,91.76,698857.0
2019-08-27,ZM,91.73,890671.0
2019-08-28,ZM,90.16,1148101.0
2019-08-29,ZM,90.87,851973.0
2019-08-30,ZM,91.67,1186951.0
2019-09-03,ZM,92.46,1540324.0
2019-09-04,ZM,93.53,2418109.0
2019-09-05,ZM,92.69,5055702.0
2019-09-06,ZM,85.41,7289700.0
2019-09-09,ZM,78.65,6713802.0
2019-09-10,ZM,80.35,2813163.0
2019-09-11,ZM,80.71,2013599.0
2019-09-12,ZM,81.53,1955107.0
2019-09-13,ZM,78.85,1416802.0
2019-09-16,ZM,80.67,1630142.0
2019-09-17,ZM,84.64,2544440.0
2019-09-18,ZM,84.55,1843660.0
2019-09-19,ZM,84.62,1276930.0
2019-09-20,ZM,82.63,2054552.0
2019-09-23,ZM,82.62,678853.0
2019-09-24,ZM,80.02,2147632.0
2019-09-25,ZM,79.6,1938824.0
2019-09-26,ZM,79.75,928403.0
2019-09-27,ZM,76.04,2350893.0
2019-09-30,ZM,76.2,1358328.0
2019-10-01,ZM,75.81,1384716.0
2019-10-02,ZM,73.85,1388979.0
2019-10-03,ZM,76.83,2607615.0
2019-10-04,ZM,76.53,1799740.0
2019-10-07,ZM,76.99,1432473.0
2019-10-08,ZM,73.59,3158040.0
2019-10-09,ZM,72.86,1493600.0
2019-10-10,ZM,71.01,2284911.0
2019-10-11,ZM,71.35,2392819.0
