date,close,volume
2019-04-18,62.0,25764659.0
2019-04-22,65.7,9949738.0
2019-04-23,69.0,6786513.0
2019-04-24,63.2,4973529.0
2019-04-25,65.0,3863275.0
2019-04-26,66.22,1527450.0
2019-04-29,68.17,1822349.0
2019-04-30,72.47,4113123.0
2019-05-01,72.76,3301900.0
2019-05-02,75.5,2525285.0
2019-05-03,79.18,2590281.0
2019-05-06,78.24,2051824.0
2019-05-07,73.33,1975220.0
2019-05-08,77.68,2265503.0
2019-05-09,75.21,1348243.0
2019-05-10,79.63,1555091.0
2019-05-13,72.54,2873222.0
2019-05-14,73.14,1950421.0
2019-05-15,79.76,2426504.0
2019-05-16,83.4,4580684.0
2019-05-17,89.98,3442549.0
2019-05-20,84.67,3666775.0
2019-05-21,85.44,2576024.0
2019-05-22,82.43,1596424.0
2019-05-23,78.76,2855970.0
2019-05-24,76.25,2946767.0
2019-05-28,77.77,1641491.0
2019-05-29,75.77,1512129.0
2019-05-30,80.42,1996030.0
2019-05-31,79.73,1594298.0
2019-06-03,75.9,1570466.0
2019-06-04,78.74,1134900.0
2019-06-05,78.04,1295760.0
2019-06-06,79.43,3024047.0
2019-06-07,94.05,9487775.0
2019-06-10,102.0,4852773.0
2019-06-11,94.87,4372431.0
2019-06-12,102.77,3156886.0
2019-06-13,100.95,3189094.0
2019-06-14,100.29,1889325.0
2019-06-17,98.11,2128508.0
2019-06-18,99.64,2272387.0
2019-06-19,102.39,2592675.0
2019-06-20,102.3,2460733.0
2019-06-21,100.47,2972517.0
2019-06-24,89.41,6011186.0
2019-06-25,85.03,3748955.0
2019-06-26,86.33,2680016.0
2019-06-27,90.27,3019517.0
2019-06-28,88.79,3228290.0
2019-07-01,86.86,5326805.0
2019-07-02,85.13,1868892.0
2019-07-03,90.45,2706066.0
2019-07-05,91.88,2582697.0
2019-07-08,90.76,1793297.0
2019-07-09,90.93,1557350.0
2019-07-10,92.72,2059621.0
2019-07-11,91.4,1784559.0
2019-07-12,93.3,2689652.0
2019-07-15,99.8,3835592.0
2019-07-16,97.1,2120142.0
2019-07-17,99.73,2314102.0
2019-07-18,95.19,2035569.0
2019-07-19,93.38,1747704.0
2019-07-22,96.67,1483400.0
2019-07-23,97.39,2241650.0
2019-07-24,95.94,1283718.0
2019-07-25,97.11,1870276.0
2019-07-26,102.2,3040689.0
2019-07-29,96.47,4230283.0
2019-07-30,95.49,1635487.0
2019-07-31,95.51,1514734.0
2019-08-01,95.1,1530366.0
2019-08-02,93.66,1117100.0
2019-08-05,89.69,1774360.0
2019-08-06,90.43,1028654.0
2019-08-07,92.45,996134.0
2019-08-08,95.77,925610.0
2019-08-09,94.2,802311.0
2019-08-12,92.16,779341.0
2019-08-13,95.45,1172874.0
2019-08-14,92.65,1265666.0
2019-08-15,90.64,1085845.0
2019-08-16,92.53,1267686.0
2019-08-19,93.17,1226647.0
2019-08-20,91.41,746950.0
2019-08-21,93.01,760434.0
2019-08-22,93.87,883145.0
2019-08-23,91.63,1373215.0
2019-08-26,91.76,698857.0
2019-08-27,91.73,890671.0
2019-08-28,90.16,1148101.0
2019-08-29,90.87,851973.0
2019-08-30,91.67,1186951.0
2019-09-03,92.46,1540324.0
2019-09-04,93.53,2418109.0
2019-09-05,92.69,5055702.0
2019-09-06,85.41,7289700.0
2019-09-09,78.65,6713802.0
2019-09-10,80.35,2813163.0
2019-09-11,80.71,2013599.0
2019-09-12,81.53,1955107.0
2019-09-13,78.85,1416802.0
2019-09-16,80.67,1630142.0
2019-09-17,84.64,2544440.0
2019-09-18,84.55,1843660.0
2019-09-19,84.62,1276930.0
2019-09-20,82.63,2054552.0
2019-09-23,82.62,678853.0
2019-09-24,80.02,2147632.0
2019-09-25,79.6,1938824.0
2019-09-26,79.75,928403.0
2019-09-27,76.04,2350893.0
2019-09-30,76.2,1358328.0
2019-10-01,75.81,1384716.0
2019-10-02,73.85,1388979.0
2019-10-03,76.83,2607615.0
2019-10-04,76.53,1799740.0
2019-10-07,76.99,1432473.0
2019-10-08,73.59,3158040.0
2019-10-09,72.86,1493600.0
2019-10-10,71.01,2284911.0
2019-10-11,71.35,2392819.0
2019-10-14,70.8,2220769.0
2019-10-15,71.11,10590632.0
2019-10-16,67.69,6077995.0
2019-10-17,67.03,3579706.0
2019-10-18,66.08,4819363.0
2019-10-21,65.77,3076470.0
2019-10-22,62.0,4611123.0
2019-10-23,62.06,3609183.0
2019-10-24,64.52,3437110.0
2019-10-25,63.45,1953670.0
2019-10-28,66.56,3509294.0
2019-10-29,65.49,1825982.0
2019-10-30,70.0,4672440.0
2019-10-31,69.89,3413049.0
2019-11-01,70.39,3562840.0
2019-11-04,70.12,1565768.0
2019-11-05,66.89,1813895.0
2019-11-06,66.83,1328637.0
2019-11-07,66.81,1129086.0
2019-11-08,69.85,1478204.0
2019-11-11,68.39,1040564.0
2019-11-12,68.0,1910953.0
2019-11-13,68.01,1987325.0
2019-11-14,67.74,938903.0
2019-11-15,70.01,2316053.0
2019-11-18,70.08,1676349.0
2019-11-19,69.64,1706045.0
2019-11-20,70.99,2794193.0
2019-11-21,69.92,1129235.0
2019-11-22,73.16,3059878.0
2019-11-25,74.55,1943187.0
2019-11-26,75.16,1848973.0
2019-11-27,74.08,1356274.0
2019-11-29,74.5,512643.0
2019-12-02,68.93,3161571.0
2019-12-03,70.02,2445706.0
2019-12-04,69.96,2076766.0
2019-12-05,69.67,3904978.0
2019-12-06,62.74,11257628.0
2019-12-09,65.94,5251707.0
2019-12-10,64.57,3896467.0
2019-12-11,63.52,3686821.0
2019-12-12,62.49,3321682.0
2019-12-13,63.54,2489582.0
2019-12-16,66.35,3284172.0
2019-12-17,66.17,2301148.0
2019-12-18,67.6,2237384.0
2019-12-19,68.18,1613189.0
2019-12-20,66.93,2201429.0
2019-12-23,66.15,1664335.0
2019-12-24,66.46,562588.0
2019-12-26,67.45,1387945.0
2019-12-27,66.64,955620.0
2019-12-30,66.79,1162743.0
2019-12-31,68.04,1352189.0
2020-01-02,68.72,1315723.0
2020-01-03,67.28,1128483.0
2020-01-06,70.32,3152028.0
2020-01-07,71.9,7004619.0
2020-01-08,72.55,2483510.0
2020-01-09,72.62,2776328.0
2020-01-10,73.09,1656235.0
2020-01-13,74.03,3333008.0
2020-01-14,73.16,1910801.0
2020-01-15,76.94,3963465.0
2020-01-16,76.11,2999426.0
2020-01-17,75.56,1357419.0
2020-01-21,76.73,1588867.0
2020-01-22,75.61,1501614.0
2020-01-23,74.47,1279050.0
2020-01-24,73.0,1660195.0
2020-01-27,70.44,1750696.0
2020-01-28,71.51,1598234.0
2020-01-29,73.58,1374490.0
2020-01-30,74.54,1425377.0
2020-01-31,76.3,2521702.0
2020-02-03,87.66,13023449.0
2020-02-04,85.79,10611018.0
2020-02-05,86.99,5126835.0
2020-02-06,87.26,2410793.0
2020-02-07,88.64,2636910.0
2020-02-10,89.67,2071618.0
2020-02-11,88.68,2731896.0
2020-02-12,88.28,1671131.0
2020-02-13,89.86,3406429.0
2020-02-14,90.95,2295039.0
2020-02-18,96.39,5669685.0
2020-02-19,103.93,7793793.0
2020-02-20,105.29,11293189.0
2020-02-21,101.76,5535908.0
2020-02-24,105.01,12172751.0
2020-02-25,107.08,13425942.0
2020-02-26,106.88,6885393.0
2020-02-27,113.55,13511847.0
2020-02-28,105.0,21710989.0
2020-03-02,113.11,10157444.0
2020-03-03,117.47,11033675.0
2020-03-04,116.8,12102566.0
2020-03-05,125.0,28149364.0
2020-03-06,114.32,22975681.0
2020-03-09,113.75,14571293.0
2020-03-10,108.49,10244041.0
2020-03-11,110.3,12594394.0
2020-03-12,109.47,12097921.0
2020-03-13,107.47,9233528.0
2020-03-16,107.86,17210658.0
2020-03-17,111.1,18721520.0
2020-03-18,118.71,13557675.0
2020-03-19,123.77,16248378.0
2020-03-20,130.55,13872634.0
2020-03-23,159.56,27681459.0
2020-03-24,135.18,22401325.0
2020-03-25,138.11,14743014.0
2020-03-26,141.15,9284038.0
2020-03-27,151.7,13271899.0
2020-03-30,150.88,15762176.0
2020-03-31,146.12,10023701.0
2020-04-01,137.0,11453262.0
2020-04-02,121.93,27313753.0
2020-04-03,128.2,12238129.0
2020-04-06,122.94,25378936.0
2020-04-07,113.75,20166162.0
2020-04-08,117.81,26243288.0
2020-04-09,124.51,15512973.0
2020-04-13,135.92,15411680.0
2020-04-14,141.89,11679919.0
2020-04-15,151.56,14193277.0
2020-04-16,150.26,15138170.0
2020-04-17,150.06,11328414.0
2020-04-20,148.99,11218689.0
2020-04-21,143.27,9709142.0
2020-04-22,150.25,6552834.0
2020-04-23,169.09,22159845.0
2020-04-24,158.8,44049511.0
2020-04-27,164.6,19783693.0
2020-04-28,156.72,13477842.0
2020-04-29,146.48,22033320.0
2020-04-30,135.17,16682256.0
2020-05-01,138.56,13806992.0
2020-05-04,143.44,9184748.0
2020-05-05,144.82,7376349.0
2020-05-06,149.59,6031085.0
2020-05-07,157.8,8388863.0
2020-05-08,155.4,7079101.0
2020-05-11,166.48,10142713.0
2020-05-12,161.04,7102604.0
2020-05-13,167.14,11081302.0
2020-05-14,167.91,6730504.0
2020-05-15,174.83,8540460.0
2020-05-18,164.69,9636750.0
2020-05-19,173.68,8485526.0
2020-05-20,175.48,6910014.0
2020-05-21,172.03,5504189.0
2020-05-22,171.06,4302150.0
2020-05-26,164.0,6689691.0
2020-05-27,161.97,10076711.0
2020-05-28,163.55,6393691.0
2020-05-29,179.48,15311278.0
2020-06-01,204.15,24394389.0
2020-06-02,208.08,36853399.0
2020-06-03,223.87,32390121.0
2020-06-04,210.35,20212598.0
2020-06-05,207.6,16298729.0
2020-06-08,209.83,10457504.0
2020-06-09,205.43,7521808.0
2020-06-10,221.02,12241109.0
2020-06-11,222.07,17615754.0
2020-06-12,219.52,8780413.0
2020-06-15,239.02,13959080.0
2020-06-16,242.56,11333313.0
2020-06-17,236.76,11704326.0
2020-06-18,241.57,9340944.0
2020-06-19,243.48,10077543.0
2020-06-22,251.27,11093697.0
2020-06-23,252.81,8791498.0
2020-06-24,255.9,9862774.0
2020-06-25,259.51,7490491.0
2020-06-26,256.8,17142899.0
2020-06-29,248.56,8436437.0
2020-06-30,253.54,6305519.0
2020-07-01,259.13,6803313.0
2020-07-02,261.74,5629042.0
2020-07-06,261.0,12250207.0
2020-07-07,262.1,7819740.0
2020-07-08,266.32,6012952.0
2020-07-09,269.52,5396139.0
2020-07-10,275.87,6355090.0
2020-07-13,260.3,9293047.0
2020-07-14,260.01,8713138.0
2020-07-15,256.22,6073639.0
2020-07-16,248.54,5420132.0
2020-07-17,246.54,4626550.0
2020-07-20,268.58,9739211.0
2020-07-21,260.44,4747196.0
2020-07-22,261.18,4581585.0
2020-07-23,251.5,4589358.0
2020-07-24,246.56,4303198.0
2020-07-27,252.33,3328563.0
2020-07-28,252.18,3366216.0
2020-07-29,252.39,3333748.0
2020-07-30,250.0,7926051.0
2020-07-31,253.91,3381064.0
2020-08-03,268.0,6787878.0
2020-08-04,267.34,3087253.0
2020-08-05,272.9,4517659.0
2020-08-06,268.25,3602884.0
2020-08-07,258.73,5024681.0
2020-08-10,250.0,5714036.0
2020-08-11,231.04,9730520.0
2020-08-12,236.72,3932256.0
2020-08-13,247.25,4749728.0
2020-08-14,244.91,3662809.0
2020-08-17,266.15,8837495.0
2020-08-18,276.8,6517049.0
2020-08-19,273.51,4674004.0
2020-08-20,290.69,9318392.0
2020-08-21,289.68,5250117.0
2020-08-24,282.28,6463517.0
2020-08-25,290.44,4602867.0
2020-08-26,295.27,5692064.0
2020-08-27,294.68,5560590.0
2020-08-28,299.27,5353424.0
2020-08-31,325.1,23468139.0
2020-09-01,457.69,53346788.0
2020-09-02,423.56,18866825.0
2020-09-03,381.32,20304337.0
2020-09-04,369.89,13230097.0
2020-09-08,350.88,7966481.0
2020-09-09,389.65,17325783.0
2020-09-10,384.48,11932129.0
2020-09-11,383.0,9297631.0
2020-09-14,403.51,7963100.0
2020-09-15,410.94,8495611.0
2020-09-16,408.17,6746892.0
2020-09-17,413.125,9260430.0
2020-09-18,438.73,22315720.0
2020-09-21,468.47,16843837.0
2020-09-22,492.6,16440579.0
2020-09-23,500.53,27051300.0
2020-09-24,464.98,17896568.0
2020-09-25,496.5,12906775.0
2020-09-28,487.66,17621339.0
2020-09-29,465.5,15241179.0
2020-09-30,470.11,8971123.0
2020-10-01,482.99,7859345.0
2020-10-02,482.23,12791720.0
2020-10-05,485.37,7534656.0
2020-10-06,478.25,6097682.0
2020-10-07,480.61,4449496.0
2020-10-08,478.55,4193060.0
2020-10-09,492.41,8719691.0
2020-10-12,491.54,6979462.0
2020-10-13,518.79,8941474.0
2020-10-14,509.25,8327654.0
2020-10-15,536.4,16520601.0
2020-10-16,559.0,13745750.0
2020-10-19,568.34,15193234.0
2020-10-20,537.02,12098179.0
2020-10-21,513.19,9215428.0
2020-10-22,520.54,8100869.0
2020-10-23,511.52,5377118.0
2020-10-26,517.79,10080795.0
2020-10-27,538.99,7227645.0
2020-10-28,516.01,8810070.0
2020-10-29,489.68,9207566.0
2020-10-30,460.91,8715083.0
2020-11-02,453.0,8051893.0
2020-11-03,451.51,6496995.0
2020-11-04,483.7,8048450.0
2020-11-05,496.73,6379939.0
2020-11-06,500.11,4265950.0
2020-11-09,413.24,18033547.0
2020-11-10,376.01,20751949.0
2020-11-11,413.34,16691084.0
2020-11-12,428.64,14935982.0
2020-11-13,403.58,11773787.0
2020-11-16,399.15,12054432.0
2020-11-17,401.63,6972081.0
2020-11-18,415.04,10974220.0
2020-11-19,414.29,8007026.0
2020-11-20,439.6,12586597.0
2020-11-23,430.28,8486030.0
2020-11-24,427.55,6046794.0
2020-11-25,443.72,8763739.0
2020-11-27,471.61,7276411.0
2020-11-30,478.36,16646500.0
2020-12-01,406.31,20694206.0
2020-12-02,412.86,10962837.0
2020-12-03,413.54,6306724.0
2020-12-04,410.01,4447314.0
2020-12-07,407.85,4427276.0
2020-12-08,412.0,5319440.0
2020-12-09,385.36,8956659.0
2020-12-10,397.96,4572146.0
2020-12-11,397.01,4677441.0
2020-12-14,395.99,6820120.0
2020-12-15,399.43,5144653.0
2020-12-16,404.0,4158539.0
2020-12-17,401.62,3792528.0
2020-12-18,406.01,6174772.0
2020-12-21,408.97,8557350.0
2020-12-22,409.0,4218767.0
2020-12-23,383.88,9554390.0
2020-12-24,375.17,3850734.0
2020-12-28,351.39,9418598.0
2020-12-29,353.75,6080283.0
2020-12-30,353.4,5474464.0
2020-12-31,337.32,6559744.0
2021-01-04,359.98,8598300.0
2021-01-05,360.83,4983521.0
2021-01-06,344.41,7124614.0
2021-01-07,342.5,5601170.0
2021-01-08,349.61,5009213.0
2021-01-11,337.71,3360357.0
2021-01-12,356.81,8890435.0
2021-01-13,364.63,14056546.0
2021-01-14,383.24,9240030.0
